annot_transcript_id logFC logCPM PValue annot_transcript_name adj_pval illumina_TPM_1 illumina_TPM_2 PacBio_K562_1 PacBio_K562_2
ENST00000570306.5 2.5035425408364 1.45924314730803 1 MAPK7-209 1 0 0 1 0
ENST00000570322.5 -1.08812650350433 2.28793829324509 0.453165050410231 ELP5-205 1 2 4 1 1
ENST00000570337.6 2.50357330344018 1.46283526712995 1 PIMREG-202 1 0 0 0 1
ENST00000570360.1 -3.6452373592541 3.13370716097211 0.000403646193273143 ITGAE-202 1 9 11 0 1
ENST00000570366.1 -4.67150791519679 2.19004864736027 0.03126144465052 NA 1 3 4 0 0
ENST00000570379.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000570388.5 2.5035425408364 1.45924314730803 1 PCYT2-204 1 0 0 1 0
ENST00000570477.5 2.5035425408364 1.45924314730803 1 DPH1-203 1 0 0 1 0
ENST00000570486.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000570487.1 -4.67150791519679 2.19004864736027 0.03126144465052 NA 1 3 4 0 0
ENST00000570513.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000570550.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000570561.5 3.37036596931833 1.61118930007146 0.500012206732887 ARL16-202 1 0 0 2 0
ENST00000570594.5 -1.70500734588697 2.09233376320995 0.375030515715737 PRSS21-203 1 2 3 1 0
ENST00000570622.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000570625.5 2.50357330344018 1.46283526712995 1 EIF4A3-202 1 0 0 0 1
ENST00000570631.5 2.50357330344018 1.46283526712995 1 PSKH1-202 1 0 0 0 1
ENST00000570712.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000570740.1 -5.74052462845403 2.79883183618291 0.000244605842078569 NA 1 8 7 0 0
ENST00000570772.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000570801.1 3.37036596931833 1.61118930007146 0.500012206732887 NME2-208 1 0 0 2 0
ENST00000570828.5 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000570843.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000570848.5 -1.01915361928209 1.87277598254658 0.625018309429777 DERL2-202 1 0 3 1 0
ENST00000570856.1 -2.79930162461762 2.60059700503238 0.0117292424661778 GABARAP-202 1 6 5 1 0
ENST00000570858.5 2.5035425408364 1.45924314730803 1 RILP-202 1 0 0 1 0
ENST00000570862.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000570883.5 -5.30284416545403 2.52660616798174 0.00195527144826077 NA 1 6 5 0 0
ENST00000570904.5 -1.70500094456311 2.0914095514528 0.375030515715737 LITAF-205 1 3 2 1 0
ENST00000570917.5 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000570918.1 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000570937.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000570981.1 2.5035425408364 1.45924314730803 1 LCMT1-205 1 0 0 1 0
ENST00000570985.1 -0.265967576544441 5.45532561969532 0.427101502306622 PSMB10-203 1 40 44 36 17
ENST00000570992.1 1.60696711595249 2.20361956307122 0.289110561078801 DEXI-204 1 2 0 2 3
ENST00000571018.5 2.5035425408364 1.45924314730803 1 TVP23B-204 1 0 0 1 0
ENST00000571023.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000571024.6 -0.46792435771571 4.71369469365634 0.217808348296078 ANAPC11-204 1 20 31 22 6
ENST00000571029.1 3.908110778409 1.75576025765776 0.25001831009984 TXNDC17-203 1 0 0 1 2
ENST00000571073.5 -0.838146755164001 2.19439820914759 0.687522885948556 GLOD4-204 1 3 2 1 1
ENST00000571076.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000571092.1 3.90808001852256 1.75219272278935 0.25001831009984 OXLD1-202 1 0 0 2 1
ENST00000571102.1 2.50357330344018 1.46283526712995 1 PKMYT1-206 1 0 0 0 1
ENST00000571105.5 4.29893970910567 1.88475564502948 0.0625152589752817 PCYT2-206 1 0 0 1 3
ENST00000571129.5 -1.08808934090452 2.29050393978166 0.726589199295921 GABARAP-203 1 3 3 0 2
ENST00000571138.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000571143.1 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000571175.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000571178.1 0.0927393212910198 2.98772796928227 1 PAM16-202 1 4 6 6 2
ENST00000571213.1 3.37042749180845 1.61834897519305 0.500012206732887 SIRT7-204 1 0 0 0 2
ENST00000571246.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000571253.1 -1.62285614291852 4.39897168394893 0.000384882814341208 GABARAP-204 1 23 27 6 6
ENST00000571285.1 -5.64291174265801 2.73510648715316 0.000489068444351102 NA 1 8 6 0 0
ENST00000571362.5 -2.35347626799029 2.37177803835876 0.179735562251946 PHF23-205 1 5 3 0 1
ENST00000571370.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000571405.5 -5.91791269735872 2.91662890932807 6.1191763650115e-05 NA 1 10 7 0 0
ENST00000571406.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000571418.5 3.90808001852256 1.75219272278935 0.25001831009984 DPH1-206 1 0 0 2 1
ENST00000571448.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000571484.1 2.5035425408364 1.45924314730803 1 CBX2-203 1 0 0 1 0
ENST00000571503.1 3.37036596931833 1.61118930007146 0.500012206732887 OXLD1-203 1 0 0 2 0
ENST00000571507.5 5.26180106088029 2.30283090305584 0.00390968402380792 P4HB-215 1 0 0 4 4
ENST00000571558.5 -1.39222632210312 3.59331512528866 0.0161628811978186 RPAIN-209 1 12 13 6 1
ENST00000571584.1 0.700064286312279 2.3761970786859 0.726589199295921 COX11-202 1 2 2 4 1
ENST00000571697.5 2.5035425408364 1.45924314730803 1 GPS2-207 1 0 0 1 0
ENST00000571750.5 0.650724320802652 2.54553285874112 0.548883190281411 RFWD3-202 1 3 2 2 4
ENST00000571757.1 4.60609091594443 1.99657680263249 0.03126144465052 OXLD1-204 1 0 0 3 2
ENST00000571776.1 3.908110778409 1.75576025765776 0.25001831009984 RFWD3-203 1 0 0 1 2
ENST00000571814.1 3.37036596931833 1.61118930007146 0.500012206732887 METRNL-203 1 0 0 2 0
ENST00000571816.5 0.334391003600482 1.61431580623179 1 RNF167-205 1 0 1 0 1
ENST00000571822.5 2.5035425408364 1.45924314730803 1 MPDU1-207 1 0 0 1 0
ENST00000571843.1 -2.35351343097029 2.36922996501468 0.0703392032066368 ARHGAP17-209 1 4 4 1 0
ENST00000571874.6 -1.29361791705583 5.20046121942284 0.000343488891515289 ANAPC11-206 1 38 50 18 9
ENST00000571901.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000571906.1 2.5035425408364 1.45924314730803 1 ZSCAN32-207 1 0 0 1 0
ENST00000571936.5 3.37039673023551 1.61476509632543 0.500012206732887 ZNF174-203 1 0 0 1 1
ENST00000571937.1 2.5035425408364 1.45924314730803 1 ITGAE-205 1 0 0 1 0
ENST00000571958.1 -3.52269616011849 1.7472980701841 0.25001831009984 NA 1 0 3 0 0
ENST00000571963.5 0.908956221247542 1.9938220675227 0.687522885948556 ZNF213-AS1-203 1 2 0 1 2
ENST00000571980.1 3.90804925929175 1.74863312134454 0.25001831009984 UBE2G1-203 1 0 0 3 0
ENST00000571986.5 -0.838122394914916 2.19881256484244 1 PAM16-205 1 2 3 0 2
ENST00000571995.5 5.42752986819918 2.39015710223577 0.00195527144826077 RAB40B-206 1 0 0 5 4
ENST00000572036.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000572043.5 2.50357330344018 1.46283526712995 1 CTDNEP1-207 1 0 0 0 1
ENST00000572047.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000572090.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000572104.2 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000572158.5 3.37039673023551 1.61476509632543 0.500012206732887 TOM1L1-210 1 0 0 1 1
ENST00000572160.5 2.5035425408364 1.45924314730803 1 SPACA6-202 1 0 0 1 0
ENST00000572172.5 0.334360240996701 1.61074099333307 1 GPS2-208 1 0 1 1 0
ENST00000572174.5 -2.66543849461081 2.5261381600241 0.0214993972037388 RPAIN-211 1 7 3 1 0
ENST00000572232.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000572242.1 4.60615243093888 2.00367032589109 0.03126144465052 AL391244.1-207 1 0 0 1 4
ENST00000572258.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000572293.5 3.37042749180845 1.61834897519305 0.500012206732887 PELP1-208 1 0 0 0 2
ENST00000572297.1 2.5035425408364 1.45924314730803 1 TIGD7-204 1 0 0 1 0
ENST00000572303.1 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000572349.1 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000572355.5 -3.90598947149716 1.86951586938983 0.25001831009984 NA 1 3 1 0 0
ENST00000572382.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000572389.1 2.50357330344018 1.46283526712995 1 TBCD-208 1 0 0 0 1
ENST00000572415.5 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000572447.5 5.94770650486259 2.70131908734623 0.000122341725568448 PIMREG-205 1 0 0 7 6
ENST00000572490.1 2.5035425408364 1.45924314730803 1 DHX33-203 1 0 0 1 0
ENST00000572515.5 5.07456064192702 2.2133822082294 0.00781784142363128 NFKBIB-204 1 0 0 2 5
ENST00000572517.1 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000572544.1 2.5035425408364 1.45924314730803 1 ZNF174-204 1 0 0 1 0
ENST00000572558.5 2.50357330344018 1.46283526712995 1 COX11-204 1 0 0 0 1
ENST00000572560.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000572583.5 4.60609091594443 1.99657680263249 0.03126144465052 WDR45B-205 1 0 0 3 2
ENST00000572584.2 3.37039673023551 1.61476509632543 0.500012206732887 NAA60-214 1 0 0 1 1
ENST00000572594.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000572628.5 -1.30113554517693 2.36965542933049 0.289110561078801 BCL7C-203 1 4 3 2 0
ENST00000572632.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000572638.1 -0.948975953284132 2.53306182349141 0.548883190281411 LRRC37A2-202 1 4 4 2 1
ENST00000572639.5 -2.16797177509029 2.28403754702315 0.125032042674722 ANAPC11-207 1 2 5 1 0
ENST00000572645.5 2.50357330344018 1.46283526712995 1 MCRIP1-205 1 0 0 0 1
ENST00000572810.1 2.5035425408364 1.45924314730803 1 DGKE-204 1 0 0 1 0
ENST00000572815.5 5.07452988681882 2.20985649638823 0.00781784142363128 EIF5A-207 1 0 0 3 4
ENST00000572834.5 -0.30046346687695 2.28745624062288 1 DERL2-206 1 3 2 2 1
ENST00000572851.6 0.686154387130912 3.57178458883323 0.361771535485195 ANAPC11-208 1 6 8 14 3
ENST00000572856.1 -2.91407328556084 3.2676698657928 0.000221996517189636 DLGAP1-AS2-201 1 14 8 2 0
ENST00000572899.5 2.5035425408364 1.45924314730803 1 BSG-206 1 0 0 1 0
ENST00000572932.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000572940.5 2.5035425408364 1.45924314730803 1 PLD2-205 1 0 0 1 0
ENST00000572984.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000572991.5 -5.53821886231359 2.66927309956982 0.000977874346469707 NA 1 7 6 0 0
ENST00000572999.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000573015.5 -0.98092296457619 3.63940985721492 0.1103227695652 ZNF232-205 1 11 13 5 4
ENST00000573026.1 -5.8319690930912 2.86239314784157 0.000122341725568448 NA 1 5 11 0 0
ENST00000573034.7 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000573039.1 -2.9991673616766 1.61029280614872 0.500012206732887 NA 1 0 2 0 0
ENST00000573087.5 -1.40245333228162 1.98589422450566 0.625018309429777 FOPNL-203 1 2 2 1 0
ENST00000573090.1 4.29887819204982 1.87764518432282 0.125018310323359 NDUFAF8-202 1 0 0 3 1
ENST00000573120.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000573144.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000573158.5 2.5035425408364 1.45924314730803 1 FN3KRP-204 1 0 0 1 0
ENST00000573173.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000573177.1 -5.16898743517294 2.44903247831045 0.00390968402380792 NA 1 6 4 0 0
ENST00000573204.1 0.776194835852331 2.19618299309091 0.687522885948556 C1QBP-203 1 2 1 3 1
ENST00000573222.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000573224.2 2.50357330344018 1.46283526712995 1 GOSR2-208 1 0 0 0 1
ENST00000573236.5 3.90808001852256 1.75219272278935 0.25001831009984 PAM16-206 1 0 0 2 1
ENST00000573239.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000573251.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000573262.1 0.397485918172024 2.45383031591344 1 NME2-209 1 3 2 5 0
ENST00000573318.1 -1.92389424207596 3.02891835645018 0.0127435678704666 MRPL45P2-203 1 9 7 3 0
ENST00000573320.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000573345.5 2.50357330344018 1.46283526712995 1 NAA60-219 1 0 0 0 1
ENST00000573363.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000573370.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000573371.1 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000573392.5 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000573421.1 2.5035425408364 1.45924314730803 1 C1QBP-205 1 0 0 1 0
ENST00000573429.5 -0.152317386879154 1.98633234985538 1 FOPNL-205 1 2 1 2 0
ENST00000573447.1 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000573478.5 3.908110778409 1.75576025765776 0.25001831009984 MCRIP1-206 1 0 0 1 2
ENST00000573482.5 3.908110778409 1.75576025765776 0.25001831009984 GEMIN4-204 1 0 0 1 2
ENST00000573487.5 -4.85704957143047 2.28088167027918 0.0156330116465042 NA 1 5 3 0 0
ENST00000573493.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000573500.5 3.37036596931833 1.61118930007146 0.500012206732887 PCTP-206 1 0 0 2 0
ENST00000573542.5 4.29887819204982 1.87764518432282 0.125018310323359 EIF5A-208 1 0 0 3 1
ENST00000573554.1 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000573577.5 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000573578.1 3.908110778409 1.75576025765776 0.25001831009984 ZNF263-204 1 0 0 1 2
ENST00000573584.5 1.40724297781476 5.25718201907839 7.58880490663476e-05 NUP88-207 1 20 18 53 24
ENST00000573600.5 3.37039673023551 1.61476509632543 0.500012206732887 CTDNEP1-208 1 0 0 1 1
ENST00000573614.5 0.514584475755862 3.41395071216001 0.557323525720485 PAM16-209 1 5 8 12 2
ENST00000573629.5 -4.85704957143047 2.28088167027918 0.0156330116465042 NA 1 5 3 0 0
ENST00000573684.5 -5.4253295396883 2.60018070308434 0.000977874346469707 NA 1 6 6 0 0
ENST00000573695.5 2.5035425408364 1.45924314730803 1 TIGD7-206 1 0 0 1 0
ENST00000573715.2 3.37042749180845 1.61834897519305 0.500012206732887 ARL16-209 1 0 0 0 2
ENST00000573759.1 1.59170032781504 3.67437074500018 0.00294647300125385 MIS12-202 1 5 5 11 12
ENST00000573786.1 3.37036596931833 1.61118930007146 0.500012206732887 OXLD1-205 1 0 0 2 0
ENST00000573807.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000573828.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000573842.1 3.90804925929175 1.74863312134454 0.25001831009984 HCFC1R1-205 1 0 0 3 0
ENST00000573845.1 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000573939.1 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000573944.5 4.60615243093888 2.00367032589109 0.03126144465052 PKMYT1-211 1 0 0 1 4
ENST00000573968.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000573985.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000574033.1 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000574070.5 2.50357330344018 1.46283526712995 1 CLDN7-207 1 0 0 0 1
ENST00000574087.1 -4.67150791519679 2.19004864736027 0.03126144465052 NA 1 3 4 0 0
ENST00000574096.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000574110.5 -1.60741410728129 3.56152319602019 0.0161628811978186 URI1-206 1 14 11 3 3
ENST00000574121.1 -2.51790003088527 2.45124368864355 0.0390831006222377 CCNE1-204 1 4 5 1 0
ENST00000574129.5 4.85920629457973 2.10339289911733 0.0156330116465042 SLC25A10-207 1 0 0 4 2
ENST00000574151.5 1.86000817807481 2.29148445351898 0.289110561078801 HCFC1R1-206 1 0 2 5 1
ENST00000574190.5 4.29890895024998 1.8811965061714 0.125018310323359 MCRIP1-207 1 0 0 2 2
ENST00000574200.1 2.50357330344018 1.46283526712995 1 CCDC137-205 1 0 0 0 1
ENST00000574212.1 -2.05489564874779 2.74354137712152 0.0923362964100004 AF001548.2-201 1 7 5 0 2
ENST00000574253.1 4.2989704686169 1.88832263092018 0.0625152589752817 ZNF263-205 1 0 0 0 4
ENST00000574265.1 -1.93244743521851 2.67436072686342 0.0923362964100004 PRSS21-206 1 6 5 1 1
ENST00000574285.2 -2.51786286820217 2.45378296682112 0.109417914296158 C16orf72-202 1 5 4 0 1
ENST00000574287.1 -2.6286244452203 3.08633055950402 0.00443371701640036 RSL1D1-211 1 10 8 0 2
ENST00000574293.1 2.50357330344018 1.46283526712995 1 GSE1-214 1 0 0 0 1
ENST00000574298.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000574309.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000574322.5 -1.63014524262629 2.86609714344406 0.118536357283318 CTDNEP1-210 1 6 7 2 1
ENST00000574331.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000574334.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000574354.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574377.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000574393.1 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000574411.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574446.1 3.37042749180845 1.61834897519305 0.500012206732887 CISD2-203 1 0 0 0 2
ENST00000574509.1 3.908110778409 1.75576025765776 0.25001831009984 MRM3-203 1 0 0 1 2
ENST00000574538.1 -0.257457424676896 3.83770320560717 0.627263513582945 METTL4-203 1 13 11 10 5
ENST00000574548.1 2.5035425408364 1.45924314730803 1 RNF167-210 1 0 0 1 0
ENST00000574558.1 -0.495594058236418 1.75130065306856 1 MPDU1-212 1 0 2 0 1
ENST00000574592.5 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000574616.2 -3.90598947149716 1.86951586938983 0.25001831009984 NA 1 3 1 0 0
ENST00000574623.1 -5.30284416545403 2.52660616798174 0.00195527144826077 NA 1 6 5 0 0
ENST00000574639.1 2.50357330344018 1.46283526712995 1 TFAP4-204 1 0 0 0 1
ENST00000574680.1 -3.13937560033176 2.80010004257812 0.00342261967162326 PKMYT1-215 1 7 7 1 0
ENST00000574691.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000574700.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574708.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000574723.5 -0.152330190800162 1.98819756116081 1 RPS15A-210 1 0 3 2 0
ENST00000574730.5 4.29893970910567 1.88475564502948 0.0625152589752817 PKMYT1-216 1 0 0 1 3
ENST00000574735.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000574755.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574810.5 0.334360240996701 1.61074099333307 1 RILP-204 1 0 1 1 0
ENST00000574818.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574823.5 -2.79929522518875 2.5997165647677 0.0117292424661778 RSL1D1-212 1 7 4 1 0
ENST00000574841.2 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000574855.1 -5.74052462845403 2.79883183618291 0.000244605842078569 NA 1 8 7 0 0
ENST00000574872.1 -1.36660365029885 3.73670057063605 0.0243646736438934 PFN1-203 1 15 13 4 4
ENST00000574894.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000574911.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000574916.1 2.50357330344018 1.46283526712995 1 MRM3-204 1 0 0 0 1
ENST00000574924.6 -0.143141298139244 5.89206382456634 0.616196100626811 ANAPC11-210 1 47 64 58 20
ENST00000574934.5 -1.01914081536108 1.87089604680242 0.625018309429777 MYBBP1A-212 1 2 1 1 0
ENST00000574940.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000574941.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000574954.5 3.908110778409 1.75576025765776 0.25001831009984 ARRB2-216 1 0 0 1 2
ENST00000574980.5 2.5035425408364 1.45924314730803 1 HCFC1R1-207 1 0 0 1 0
ENST00000574987.1 -5.74052462845403 2.79883183618291 0.000244605842078569 NA 1 8 7 0 0
ENST00000574988.1 3.90804925929175 1.74863312134454 0.25001831009984 PAQR4-204 1 0 0 3 0
ENST00000574993.5 1.16841099981951 2.53309923446664 0.343810074148748 ELP5-214 1 2 2 7 0
ENST00000575001.1 2.5035425408364 1.45924314730803 1 EIF5A-210 1 0 0 1 0
ENST00000575032.5 -4.45851043171449 2.09005135905322 0.0625152589752817 NA 1 4 2 0 0
ENST00000575040.1 -5.64291814116817 2.73597326969814 0.000489068444351102 NA 1 7 7 0 0
ENST00000575049.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000575051.5 2.5035425408364 1.45924314730803 1 HMOX2-212 1 0 0 1 0
ENST00000575068.5 3.90804925929175 1.74863312134454 0.25001831009984 NSF-206 1 0 0 3 0
ENST00000575069.5 3.90808001852256 1.75219272278935 0.25001831009984 P4HB-220 1 0 0 2 1
ENST00000575071.5 -1.25105766046406 3.80031580388737 0.0288861167849848 NAA38-203 1 11 18 6 3
ENST00000575073.5 -1.35897853268348 3.40855491775908 0.0433482165970014 FOPNL-207 1 12 9 3 3
ENST00000575079.1 2.50357330344018 1.46283526712995 1 PSMB6-203 1 0 0 0 1
ENST00000575082.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000575087.5 3.37039673023551 1.61476509632543 0.500012206732887 ACTG1-208 1 0 0 1 1
ENST00000575089.1 -1.40245333228162 1.98589422450566 0.625018309429777 ZNF213-AS1-207 1 2 2 1 0
ENST00000575094.5 1.2011900720475 1.74723980131784 1 AC010186.2-201 1 1 0 2 0
ENST00000575100.1 2.5035425408364 1.45924314730803 1 VPS53-217 1 0 0 1 0
ENST00000575111.5 4.85914478557832 2.09636183079693 0.03126144465052 RNF167-211 1 0 0 6 0
ENST00000575142.5 2.5035425408364 1.45924314730803 1 SPAG7-207 1 0 0 1 0
ENST00000575148.5 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000575153.5 2.5035425408364 1.45924314730803 1 DHX33-205 1 0 0 1 0
ENST00000575156.5 2.83499617187284 2.76312452750041 0.00183403935671103 ERCC4-207 1 1 1 7 5
ENST00000575162.1 2.5035425408364 1.45924314730803 1 DPH1-212 1 0 0 1 0
ENST00000575195.2 4.60609091594443 1.99657680263249 0.03126144465052 ANAPC11-211 1 0 0 3 2
ENST00000575197.1 -2.27760852861795 3.55528409183788 0.00054844899912815 MED31-203 1 13 14 3 1
ENST00000575199.1 3.90804925929175 1.74863312134454 0.25001831009984 PRSS21-208 1 0 0 3 0
ENST00000575214.1 2.50357330344018 1.46283526712995 1 HCFC1R1-208 1 0 0 0 1
ENST00000575223.5 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000575242.1 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000575284.5 -5.53823166001247 2.67102076203763 0.000489068444351102 NA 1 5 8 0 0
ENST00000575291.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000575333.5 0.258474531762963 3.04126542488323 0.814570158828888 TOM1L1-220 1 5 5 7 2
ENST00000575350.2 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000575379.1 -2.79930162461762 2.60059700503238 0.0117292424661778 CHRNB1-207 1 6 5 1 0
ENST00000575397.5 -0.838153156487856 2.19531712904836 0.687522885948556 RFWD3-211 1 2 3 1 1
ENST00000575426.1 -2.9991673616766 1.61029280614872 0.500012206732887 NA 1 0 2 0 0
ENST00000575519.1 -4.85704957143047 2.28088167027918 0.0156330116465042 NA 1 5 3 0 0
ENST00000575543.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000575571.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000575576.5 2.50357330344018 1.46283526712995 1 THOC6-209 1 0 0 0 1
ENST00000575605.5 -5.02144257172168 2.36880459754523 0.00781784142363128 NA 1 4 5 0 0
ENST00000575606.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000575639.1 2.50357330344018 1.46283526712995 1 TRAPPC1-207 1 0 0 0 1
